,field_name,lib_id,new_value,obo_id
507,biol_rep,CNhs13808,donor10196,FF:10182-103D2
508,biol_rep,CNhs14550,donor10258,FF:10375-105G6
509,biol_rep,CNhs14080,donor10223,FF:10362-105F2
510,biol_rep,CNhs13796,donor10196,FF:10170-103B8
511,biol_rep,CNhs14221,donor10258,FF:10368-105F8
512,biol_rep,CNhs14069,donor10223,FF:10352-105E1
513,biol_rep,CNhs14229,donor10258,FF:10376-105G7
514,tech_rep,CNhs14229,tech_rep1,FF:10376-105G7
515,biol_rep,CNhs14552,donor10258,FF:10376-105G7
516,tech_rep,CNhs14552,tech_rep2,FF:10376-105G7
517,biol_rep,CNhs14070,donor10223,FF:10353-105E2
518,biol_rep,CNhs14079,donor10223,FF:10361-105F1
519,tech_rep,CNhs13065,tech_rep1,FF:10849-111F3
520,tech_rep,CNhs14376,tech_rep2,FF:10849-111F3
521,tech_rep,CNhs12589,tech_rep1,FF:12226-129F3
522,tech_rep,CNhs12554,tech_rep2,FF:12226-129F3
523,biol_rep,CNhs14073,donor10223,FF:10355-105E4
524,biol_rep,CNhs14226,donor10258,FF:10373-105G4
525,biol_rep,CNhs14074,donor10223,FF:10356-105E5
526,biol_rep,CNhs14230,donor10258,FF:10377-105G8
527,biol_rep,CNhs14231,donor10258,FF:10378-105G9
528,biol_rep,CNhs14225,donor10258,FF:10372-105G3
529,tech_rep,CNhs14225,tech_rep1,FF:10372-105G3
530,biol_rep,CNhs14618,donor10258,FF:10372-105G3
531,tech_rep,CNhs14618,tech_rep2,FF:10372-105G3
532,biol_rep,CNhs14083,donor10223,FF:10365-105F5
533,tech_rep,CNhs11245,tech_rep2,FF:10442-106F1
534,biol_rep,CNhs14222,donor10258,FF:10369-105F9
535,biol_rep,CNhs14077,donor10223,FF:10359-105E8
536,biol_rep,CNhs14224,donor10258,FF:10371-105G2
537,biol_rep,CNhs14076,donor10223,FF:10358-105E7
538,biol_rep,CNhs11772,donor1,FF:10063-101H9
539,tech_rep,CNhs11772,tech_rep1,FF:10063-101H9
540,biol_rep,CNhs12996,donor1,FF:10063-101H9
541,tech_rep,CNhs12996,tech_rep2,FF:10063-101H9
542,biol_rep,CNhs14223,donor10258,FF:10370-105G1
543,tech_rep,CNhs14223,tech_rep1,FF:10370-105G1
544,biol_rep,CNhs14551,donor10258,FF:10370-105G1
545,tech_rep,CNhs14551,tech_rep2,FF:10370-105G1
546,biol_rep,CNhs14084,donor10223,FF:10366-105F6
